Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,CLV,Purchase_Frequency_Score,Age_Group,Discount_Sensitivity,Dominant_Category,Winter_Spring_Buyer,Review_Rating_Category,Cluster
69,Female,Gloves,Accessories,59,Rhode Island,M,Beige,Spring,3.6,No,Bank Transfer,Next Day Air,No,No,48,PayPal,Quarterly,2832,2,Senior,0,Accessories,1,Medium,2
59,Female,Sunglasses,Accessories,61,New Jersey,L,Gold,Summer,3.6,No,PayPal,Free Shipping,No,No,21,Venmo,Bi-Weekly,1281,5,Senior,0,Accessories,0,Medium,3
59,Female,Belt,Accessories,97,Nevada,M,Indigo,Winter,3.3,No,Venmo,Store Pickup,No,No,18,Credit Card,Annually,1746,1,Senior,0,Accessories,1,Medium,0
42,Female,Hat,Accessories,23,Minnesota,L,Violet,Winter,4.1,No,Bank Transfer,Free Shipping,No,No,41,PayPal,Monthly,943,4,Middle,0,Accessories,1,High,0
39,Female,Hat,Accessories,98,Delaware,XL,Brown,Fall,4.3,No,Cash,Next Day Air,No,No,11,Venmo,Monthly,1078,4,Middle,0,Accessories,0,High,3
32,Female,Blouse,Clothing,98,Illinois,M,Purple,Summer,3.2,No,Debit Card,Standard,No,No,8,Bank Transfer,Bi-Weekly,784,5,Middle,0,Clothing,0,Medium,3
68,Female,Shoes,Footwear,59,Washington,M,Turquoise,Summer,3.9,No,Credit Card,Free Shipping,No,No,42,Cash,Every 3 Months,2478,3,Senior,0,Footwear,0,Medium,3
41,Female,Skirt,Clothing,82,Alaska,S,Violet,Fall,5.0,No,Bank Transfer,Next Day Air,No,No,41,Credit Card,Bi-Weekly,3362,5,Middle,0,Clothing,0,High,2
31,Female,Sneakers,Footwear,82,Michigan,M,Purple,Fall,3.4,No,Venmo,Next Day Air,No,No,3,Credit Card,Every 3 Months,246,3,Middle,0,Footwear,0,Medium,3
58,Female,T-shirt,Clothing,41,Georgia,M,Charcoal,Fall,3.8,No,Bank Transfer,Store Pickup,No,No,10,Debit Card,Every 3 Months,410,3,Senior,0,Clothing,0,Medium,3
28,Female,Handbag,Accessories,52,West Virginia,M,Green,Fall,2.9,No,Venmo,2-Day Shipping,No,No,35,Venmo,Quarterly,1820,2,Young,0,Accessories,0,Low,3
63,Female,Sweater,Clothing,41,Arizona,XL,White,Spring,2.6,No,Credit Card,Next Day Air,No,No,2,Debit Card,Weekly,82,7,Senior,0,Clothing,1,Low,0
64,Female,Gloves,Accessories,70,Colorado,M,Purple,Summer,4.3,No,Cash,2-Day Shipping,No,No,24,Credit Card,Quarterly,1680,2,Senior,0,Accessories,0,High,3
66,Female,Dress,Clothing,91,Tennessee,M,Cyan,Winter,2.8,No,Venmo,Standard,No,No,47,Credit Card,Monthly,4277,4,Senior,0,Clothing,1,Low,2
31,Female,Dress,Clothing,95,Iowa,M,Green,Spring,4.5,No,Credit Card,Free Shipping,No,No,31,Cash,Monthly,2945,4,Middle,0,Clothing,1,High,2
55,Female,Blouse,Clothing,25,Kansas,M,Beige,Spring,3.8,No,Venmo,2-Day Shipping,No,No,28,PayPal,Bi-Weekly,700,5,Senior,0,Clothing,1,Medium,0
32,Female,Shirt,Clothing,89,Oklahoma,L,Lavender,Fall,3.0,No,PayPal,Standard,No,No,13,Cash,Weekly,1157,7,Middle,0,Clothing,0,Low,3
50,Female,Boots,Footwear,44,Nebraska,S,Blue,Fall,3.3,No,PayPal,Express,No,No,22,Bank Transfer,Quarterly,968,2,Middle,0,Footwear,0,Medium,3
58,Female,Jacket,Outerwear,52,Maryland,S,Beige,Summer,3.1,No,Cash,2-Day Shipping,No,No,12,Bank Transfer,Fortnightly,624,6,Senior,0,Outerwear,0,Medium,3
18,Female,Backpack,Accessories,94,Pennsylvania,L,Blue,Spring,3.5,No,Credit Card,Store Pickup,No,No,10,Bank Transfer,Every 3 Months,940,3,Young,0,Accessories,1,Medium,0
39,Female,Pants,Clothing,98,Arizona,S,Maroon,Spring,4.6,No,Credit Card,Express,No,No,45,Bank Transfer,Quarterly,4410,2,Middle,0,Clothing,1,High,2
56,Female,Boots,Footwear,40,Oklahoma,L,Yellow,Fall,4.1,No,Bank Transfer,Standard,No,No,42,Credit Card,Quarterly,1680,2,Senior,0,Footwear,0,High,3
37,Female,Socks,Clothing,25,Montana,L,Red,Fall,3.6,No,Venmo,Free Shipping,No,No,16,Debit Card,Weekly,400,7,Middle,0,Clothing,0,Medium,3
46,Female,Scarf,Accessories,62,Wyoming,L,Green,Fall,2.9,No,Debit Card,Free Shipping,No,No,6,Bank Transfer,Annually,372,1,Middle,0,Accessories,0,Low,3
52,Female,Blouse,Clothing,24,Idaho,M,Magenta,Fall,4.8,No,Debit Card,Standard,No,No,28,Credit Card,Every 3 Months,672,3,Senior,0,Clothing,0,High,3
70,Female,Belt,Accessories,57,Pennsylvania,L,Yellow,Spring,3.2,No,Cash,Standard,No,No,24,Credit Card,Bi-Weekly,1368,5,Senior,0,Accessories,1,Medium,0
61,Female,Sunglasses,Accessories,66,Montana,L,Blue,Winter,4.3,No,Bank Transfer,Express,No,No,14,Credit Card,Fortnightly,924,6,Senior,0,Accessories,1,High,0
33,Female,Boots,Footwear,70,Ohio,M,Charcoal,Winter,4.1,No,Bank Transfer,Next Day Air,No,No,29,PayPal,Fortnightly,2030,6,Middle,0,Footwear,1,High,0
65,Female,Sandals,Footwear,39,Mississippi,M,Blue,Spring,4.6,No,Venmo,Standard,No,No,33,PayPal,Weekly,1287,7,Senior,0,Footwear,1,High,0
41,Female,Gloves,Accessories,34,Idaho,S,Cyan,Spring,3.8,No,PayPal,Free Shipping,No,No,30,PayPal,Annually,1020,1,Middle,0,Accessories,1,Medium,0
19,Female,Skirt,Clothing,38,Virginia,M,Silver,Spring,4.5,No,Credit Card,Next Day Air,No,No,26,Credit Card,Quarterly,988,2,Young,0,Clothing,1,High,0
33,Female,Skirt,Clothing,70,Idaho,M,Black,Winter,3.1,No,Bank Transfer,Express,No,No,12,PayPal,Every 3 Months,840,3,Middle,0,Clothing,1,Medium,0
53,Female,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,No,Credit Card,Next Day Air,No,No,13,Bank Transfer,Monthly,1040,4,Senior,0,Clothing,0,Low,3
54,Female,Handbag,Accessories,51,Colorado,M,Violet,Spring,3.8,No,PayPal,Next Day Air,No,No,41,Debit Card,Every 3 Months,2091,3,Senior,0,Accessories,1,Medium,0
36,Female,Boots,Footwear,79,West Virginia,XL,Pink,Spring,4.1,No,Cash,Next Day Air,No,No,4,Venmo,Fortnightly,316,6,Middle,0,Footwear,1,High,0
56,Female,Boots,Footwear,92,Rhode Island,M,Olive,Summer,3.1,No,Cash,Free Shipping,No,No,2,Credit Card,Annually,184,1,Senior,0,Footwear,0,Medium,3
28,Female,Sweater,Clothing,85,North Carolina,L,Orange,Fall,5.0,No,Cash,Express,No,No,28,Credit Card,Bi-Weekly,2380,5,Young,0,Clothing,0,High,3
34,Female,Socks,Clothing,63,Maine,M,Black,Spring,4.5,No,Cash,Free Shipping,No,No,24,Debit Card,Annually,1512,1,Middle,0,Clothing,1,High,0
43,Female,Gloves,Accessories,60,Iowa,M,Yellow,Fall,2.8,No,Credit Card,Express,No,No,14,Venmo,Fortnightly,840,6,Middle,0,Accessories,0,Low,3
54,Female,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,No,Debit Card,Express,No,No,11,Credit Card,Weekly,484,7,Senior,0,Clothing,1,Medium,0
37,Female,Boots,Footwear,57,Massachusetts,M,Silver,Spring,3.1,No,Bank Transfer,Standard,No,No,27,Debit Card,Bi-Weekly,1539,5,Middle,0,Footwear,1,Medium,0
33,Female,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,No,PayPal,Standard,No,No,7,Cash,Fortnightly,168,6,Middle,0,Outerwear,0,Medium,3
33,Female,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3.4,No,Bank Transfer,Store Pickup,No,No,49,PayPal,Annually,1715,1,Middle,0,Accessories,1,Medium,0
55,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,No,Cash,Store Pickup,No,No,21,Cash,Annually,1533,1,Senior,0,Outerwear,1,Medium,0
63,Female,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,3.5,No,PayPal,Express,No,No,10,Venmo,Every 3 Months,420,3,Senior,0,Accessories,1,Medium,0
52,Female,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,No,Credit Card,Store Pickup,No,No,37,PayPal,Weekly,740,7,Senior,0,Clothing,1,High,0
23,Female,T-shirt,Clothing,89,Maine,L,Pink,Spring,3.9,No,Credit Card,Free Shipping,No,No,9,Bank Transfer,Every 3 Months,801,3,Young,0,Clothing,1,Medium,0
70,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,No,PayPal,Free Shipping,No,No,14,Cash,Bi-Weekly,1064,5,Senior,0,Clothing,0,Medium,3
64,Female,Shirt,Clothing,56,New Mexico,M,Indigo,Winter,2.6,No,Cash,Express,No,No,30,PayPal,Annually,1680,1,Senior,0,Clothing,1,Low,0
22,Female,Coat,Outerwear,100,Hawaii,L,Red,Fall,3.1,No,Bank Transfer,Store Pickup,No,No,42,Credit Card,Fortnightly,4200,6,Young,0,Outerwear,0,Medium,2
46,Female,T-shirt,Clothing,44,Idaho,M,Violet,Winter,3.3,No,Credit Card,Free Shipping,No,No,31,Bank Transfer,Monthly,1364,4,Middle,0,Clothing,1,Medium,0
65,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,No,Credit Card,Standard,No,No,48,Bank Transfer,Every 3 Months,3648,3,Senior,0,Clothing,1,Low,2
18,Female,Sunglasses,Accessories,97,Nevada,S,Black,Fall,4.3,No,Cash,Standard,No,No,48,Cash,Quarterly,4656,2,Young,0,Accessories,0,High,2
45,Female,Blouse,Clothing,39,South Carolina,L,Purple,Spring,2.7,No,PayPal,Standard,No,No,50,Credit Card,Annually,1950,1,Middle,0,Clothing,1,Low,0
56,Female,Hoodie,Clothing,100,Maryland,M,Charcoal,Spring,4.4,No,Debit Card,2-Day Shipping,No,No,10,Debit Card,Fortnightly,1000,6,Senior,0,Clothing,1,High,0
49,Female,Skirt,Clothing,62,Tennessee,M,Beige,Spring,3.9,No,Credit Card,Free Shipping,No,No,45,PayPal,Every 3 Months,2790,3,Middle,0,Clothing,1,Medium,2
66,Female,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,3.0,No,Debit Card,Standard,No,No,27,Debit Card,Quarterly,2646,2,Senior,0,Clothing,0,Low,2
27,Female,Jeans,Clothing,31,Arizona,M,Purple,Summer,4.0,No,Credit Card,Standard,No,No,10,Debit Card,Fortnightly,310,6,Young,0,Clothing,0,Medium,3
69,Female,Jacket,Outerwear,89,Ohio,M,Blue,Fall,3.7,No,PayPal,Store Pickup,No,No,19,Credit Card,Quarterly,1691,2,Senior,0,Outerwear,0,Medium,3
66,Female,Hoodie,Clothing,91,North Dakota,XL,Magenta,Fall,3.8,No,Debit Card,Store Pickup,No,No,1,Credit Card,Every 3 Months,91,3,Senior,0,Clothing,0,Medium,3
45,Female,Shirt,Clothing,50,Vermont,S,Maroon,Summer,3.3,No,Debit Card,2-Day Shipping,No,No,39,Debit Card,Quarterly,1950,2,Middle,0,Clothing,0,Medium,3
31,Female,T-shirt,Clothing,32,Minnesota,L,Gold,Winter,3.6,No,Venmo,Standard,No,No,14,Bank Transfer,Monthly,448,4,Middle,0,Clothing,1,Medium,0
33,Female,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,No,Cash,Free Shipping,No,No,40,Venmo,Every 3 Months,2680,3,Middle,0,Clothing,0,Medium,2
43,Female,Skirt,Clothing,28,Maryland,M,Black,Spring,3.5,No,Bank Transfer,Free Shipping,No,No,45,Venmo,Weekly,1260,7,Middle,0,Clothing,1,Medium,0
25,Female,Backpack,Accessories,65,South Carolina,XL,Yellow,Winter,3.4,No,Credit Card,Standard,No,No,6,Venmo,Weekly,390,7,Young,0,Accessories,1,Medium,0
46,Female,Shorts,Clothing,73,California,M,Turquoise,Fall,4.7,No,Venmo,Next Day Air,No,No,12,Debit Card,Annually,876,1,Middle,0,Clothing,0,High,3
67,Female,Shirt,Clothing,27,Georgia,L,Lavender,Spring,3.0,No,Credit Card,Free Shipping,No,No,19,Cash,Monthly,513,4,Senior,0,Clothing,1,Low,0
26,Female,Backpack,Accessories,89,Vermont,L,Yellow,Summer,3.9,No,Venmo,Free Shipping,No,No,5,Cash,Bi-Weekly,445,5,Young,0,Accessories,0,Medium,3
35,Female,Shoes,Footwear,72,Georgia,L,Olive,Summer,4.5,No,Credit Card,Standard,No,No,37,Venmo,Monthly,2664,4,Middle,0,Footwear,0,High,2
61,Female,Skirt,Clothing,37,New Jersey,S,Brown,Fall,4.1,No,PayPal,Standard,No,No,33,PayPal,Quarterly,1221,2,Senior,0,Clothing,0,High,3
26,Female,Dress,Clothing,63,Utah,M,Olive,Summer,4.5,No,Venmo,Standard,No,No,47,Debit Card,Bi-Weekly,2961,5,Young,0,Clothing,0,High,2
39,Female,Hat,Accessories,90,Utah,M,Purple,Fall,4.0,No,Debit Card,Free Shipping,No,No,49,Debit Card,Quarterly,4410,2,Middle,0,Accessories,0,Medium,2
69,Female,Handbag,Accessories,62,North Carolina,M,Yellow,Winter,4.3,No,Cash,2-Day Shipping,No,No,28,Bank Transfer,Annually,1736,1,Senior,0,Accessories,1,High,0
32,Female,Handbag,Accessories,43,Florida,L,Brown,Fall,3.6,No,Debit Card,Express,No,No,23,Venmo,Annually,989,1,Middle,0,Accessories,0,Medium,3
20,Female,Blouse,Clothing,96,Wisconsin,M,Magenta,Fall,3.1,No,Credit Card,Next Day Air,No,No,11,Bank Transfer,Bi-Weekly,1056,5,Young,0,Clothing,0,Medium,3
25,Female,Scarf,Accessories,83,Tennessee,L,Lavender,Fall,2.6,No,Credit Card,Standard,No,No,33,PayPal,Quarterly,2739,2,Young,0,Accessories,0,Low,2
56,Female,Jewelry,Accessories,67,Arizona,XL,Teal,Fall,3.4,No,PayPal,Next Day Air,No,No,47,Cash,Weekly,3149,7,Senior,0,Accessories,0,Medium,2
63,Female,Skirt,Clothing,90,Oregon,L,Cyan,Spring,2.9,No,Credit Card,Store Pickup,No,No,13,Venmo,Every 3 Months,1170,3,Senior,0,Clothing,1,Low,0
34,Female,Hoodie,Clothing,53,Virginia,L,Pink,Winter,5.0,No,Cash,Express,No,No,4,Credit Card,Weekly,212,7,Middle,0,Clothing,1,High,0
29,Female,Scarf,Accessories,37,Maryland,M,Magenta,Summer,4.6,No,Cash,Standard,No,No,40,PayPal,Quarterly,1480,2,Young,0,Accessories,0,High,3
43,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,No,PayPal,Free Shipping,No,No,19,Cash,Monthly,1064,4,Middle,0,Clothing,0,Medium,3
39,Female,Jacket,Outerwear,43,Texas,M,Indigo,Fall,2.9,No,Credit Card,2-Day Shipping,No,No,17,Credit Card,Weekly,731,7,Middle,0,Outerwear,0,Low,3
33,Female,T-shirt,Clothing,84,Vermont,S,Pink,Winter,4.9,No,Credit Card,Free Shipping,No,No,7,Venmo,Annually,588,1,Middle,0,Clothing,1,High,0
51,Female,Pants,Clothing,50,Wyoming,M,Charcoal,Winter,5.0,No,Venmo,2-Day Shipping,No,No,21,Cash,Bi-Weekly,1050,5,Senior,0,Clothing,1,High,0
65,Female,Shoes,Footwear,88,Alabama,M,Brown,Summer,4.5,No,Venmo,Express,No,No,44,PayPal,Weekly,3872,7,Senior,0,Footwear,0,High,2
51,Female,Jacket,Outerwear,50,Maine,M,Blue,Fall,3.7,No,Venmo,Free Shipping,No,No,2,Bank Transfer,Weekly,100,7,Senior,0,Outerwear,0,Medium,3
70,Female,Scarf,Accessories,80,South Dakota,L,Teal,Summer,2.8,No,Cash,Store Pickup,No,No,30,Bank Transfer,Monthly,2400,4,Senior,0,Accessories,0,Low,3
40,Female,T-shirt,Clothing,47,West Virginia,L,Pink,Spring,3.5,No,Bank Transfer,Store Pickup,No,No,41,Cash,Annually,1927,1,Middle,0,Clothing,1,Medium,0
19,Female,Dress,Clothing,33,Ohio,XL,Magenta,Winter,3.0,No,Credit Card,2-Day Shipping,No,No,31,Cash,Weekly,1023,7,Young,0,Clothing,1,Low,0
28,Female,Coat,Outerwear,100,Arizona,L,Green,Fall,4.3,No,Cash,Standard,No,No,48,Debit Card,Quarterly,4800,2,Young,0,Outerwear,0,High,2
51,Female,Sweater,Clothing,26,Ohio,M,White,Summer,3.6,No,Cash,Store Pickup,No,No,41,Venmo,Weekly,1066,7,Senior,0,Clothing,0,Medium,3
32,Female,Hat,Accessories,79,New Mexico,M,Indigo,Summer,4.4,No,Venmo,Standard,No,No,42,Venmo,Annually,3318,1,Middle,0,Accessories,0,High,2
26,Female,Backpack,Accessories,77,South Dakota,L,Lavender,Summer,4.1,No,Cash,Express,No,No,39,Debit Card,Every 3 Months,3003,3,Young,0,Accessories,0,High,2
50,Female,Socks,Clothing,36,Oklahoma,XL,Black,Fall,2.8,No,Cash,Next Day Air,No,No,15,PayPal,Bi-Weekly,540,5,Middle,0,Clothing,0,Low,3
68,Female,Jewelry,Accessories,21,Connecticut,L,Charcoal,Winter,2.8,No,Venmo,Free Shipping,No,No,3,PayPal,Every 3 Months,63,3,Senior,0,Accessories,1,Low,0
33,Female,Boots,Footwear,72,Wisconsin,L,Gray,Fall,4.9,No,Debit Card,Store Pickup,No,No,28,Bank Transfer,Quarterly,2016,2,Middle,0,Footwear,0,High,3
56,Female,Coat,Outerwear,25,New Hampshire,M,Gold,Spring,4.1,No,Credit Card,Express,No,No,27,PayPal,Bi-Weekly,675,5,Senior,0,Outerwear,1,High,0
57,Female,Sweater,Clothing,79,Nebraska,M,Silver,Spring,3.0,No,Credit Card,Store Pickup,No,No,36,Debit Card,Annually,2844,1,Senior,0,Clothing,1,Low,2
58,Female,Blouse,Clothing,73,Nevada,L,Teal,Summer,3.0,No,Bank Transfer,Store Pickup,No,No,42,Debit Card,Monthly,3066,4,Senior,0,Clothing,0,Low,2
40,Female,Belt,Accessories,71,New York,M,Magenta,Spring,3.0,No,Credit Card,Store Pickup,No,No,30,Venmo,Weekly,2130,7,Middle,0,Accessories,1,Low,0
37,Female,Hat,Accessories,48,Pennsylvania,M,Magenta,Winter,3.2,No,Cash,Next Day Air,No,No,9,PayPal,Weekly,432,7,Middle,0,Accessories,1,Medium,0
36,Female,Sandals,Footwear,28,Delaware,M,Beige,Fall,2.7,No,Debit Card,Store Pickup,No,No,25,Venmo,Monthly,700,4,Middle,0,Footwear,0,Low,3
29,Female,Boots,Footwear,95,Mississippi,S,Maroon,Winter,3.8,No,Debit Card,2-Day Shipping,No,No,33,PayPal,Quarterly,3135,2,Young,0,Footwear,1,Medium,2
65,Female,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,3.5,No,Debit Card,2-Day Shipping,No,No,31,Credit Card,Monthly,1488,4,Senior,0,Outerwear,1,Medium,0
44,Female,Dress,Clothing,93,Utah,S,Maroon,Spring,3.8,No,Venmo,Next Day Air,No,No,35,Debit Card,Monthly,3255,4,Middle,0,Clothing,1,Medium,2
34,Female,Jeans,Clothing,87,Maryland,L,Teal,Summer,3.8,No,Cash,2-Day Shipping,No,No,46,Bank Transfer,Monthly,4002,4,Middle,0,Clothing,0,Medium,2
31,Female,Shorts,Clothing,32,Utah,L,Yellow,Fall,3.4,No,Venmo,Express,No,No,29,Bank Transfer,Annually,928,1,Middle,0,Clothing,0,Medium,3
28,Female,Shirt,Clothing,38,Rhode Island,M,Gold,Spring,2.9,No,PayPal,Next Day Air,No,No,49,Bank Transfer,Weekly,1862,7,Young,0,Clothing,1,Low,0
66,Female,Coat,Outerwear,54,Maryland,M,Teal,Fall,3.4,No,Debit Card,Free Shipping,No,No,27,Credit Card,Monthly,1458,4,Senior,0,Outerwear,0,Medium,3
68,Female,Coat,Outerwear,75,Hawaii,S,Violet,Summer,4.7,No,Bank Transfer,Store Pickup,No,No,5,Bank Transfer,Every 3 Months,375,3,Senior,0,Outerwear,0,High,3
37,Female,T-shirt,Clothing,56,Connecticut,M,Yellow,Fall,3.9,No,Debit Card,2-Day Shipping,No,No,18,Venmo,Monthly,1008,4,Middle,0,Clothing,0,Medium,3
58,Female,Sweater,Clothing,43,Illinois,S,Maroon,Fall,3.6,No,Debit Card,Store Pickup,No,No,31,Venmo,Weekly,1333,7,Senior,0,Clothing,0,Medium,3
28,Female,Skirt,Clothing,97,California,M,Silver,Fall,3.7,No,Cash,Free Shipping,No,No,27,Cash,Fortnightly,2619,6,Young,0,Clothing,0,Medium,2
54,Female,Blouse,Clothing,75,Connecticut,S,Violet,Summer,3.1,No,Venmo,Free Shipping,No,No,19,Cash,Annually,1425,1,Senior,0,Clothing,0,Medium,3
21,Female,Sneakers,Footwear,55,Colorado,L,White,Summer,4.9,No,Venmo,Next Day Air,No,No,33,Cash,Fortnightly,1815,6,Young,0,Footwear,0,High,3
45,Female,Backpack,Accessories,49,Colorado,M,Black,Winter,2.6,No,Debit Card,Next Day Air,No,No,42,PayPal,Every 3 Months,2058,3,Middle,0,Accessories,1,Low,0
57,Female,Socks,Clothing,58,Georgia,M,White,Summer,4.2,No,Cash,Standard,No,No,16,Bank Transfer,Weekly,928,7,Senior,0,Clothing,0,High,3
47,Female,Jewelry,Accessories,34,North Dakota,M,Blue,Winter,4.8,No,Debit Card,Free Shipping,No,No,49,Debit Card,Every 3 Months,1666,3,Middle,0,Accessories,1,High,0
46,Female,Shorts,Clothing,43,Idaho,S,Black,Summer,2.7,No,Cash,2-Day Shipping,No,No,40,Venmo,Bi-Weekly,1720,5,Middle,0,Clothing,0,Low,3
63,Female,Jewelry,Accessories,48,Connecticut,L,Olive,Fall,2.6,No,Venmo,Next Day Air,No,No,5,Cash,Annually,240,1,Senior,0,Accessories,0,Low,3
44,Female,Sweater,Clothing,40,Montana,M,Teal,Spring,2.6,No,PayPal,Free Shipping,No,No,8,Bank Transfer,Monthly,320,4,Middle,0,Clothing,1,Low,0
36,Female,Shirt,Clothing,29,Colorado,L,Silver,Summer,3.1,No,Debit Card,Standard,No,No,2,Debit Card,Annually,58,1,Middle,0,Clothing,0,Medium,3
24,Female,Pants,Clothing,81,Kentucky,M,Pink,Fall,2.6,No,Credit Card,Free Shipping,No,No,14,Debit Card,Weekly,1134,7,Young,0,Clothing,0,Low,3
65,Female,Hoodie,Clothing,84,New Mexico,M,Charcoal,Spring,3.4,No,Credit Card,2-Day Shipping,No,No,5,Bank Transfer,Fortnightly,420,6,Senior,0,Clothing,1,Medium,0
32,Female,Socks,Clothing,46,New Jersey,M,Silver,Summer,3.6,No,PayPal,Standard,No,No,34,Venmo,Monthly,1564,4,Middle,0,Clothing,0,Medium,3
63,Female,Dress,Clothing,86,California,L,Turquoise,Summer,4.3,No,Venmo,Next Day Air,No,No,13,Bank Transfer,Annually,1118,1,Senior,0,Clothing,0,High,3
62,Female,Blouse,Clothing,57,North Dakota,XL,Turquoise,Winter,4.9,No,Credit Card,Free Shipping,No,No,31,Venmo,Annually,1767,1,Senior,0,Clothing,1,High,0
19,Female,Skirt,Clothing,61,Florida,L,Beige,Winter,4.8,No,Debit Card,Store Pickup,No,No,43,PayPal,Quarterly,2623,2,Young,0,Clothing,1,High,0
38,Female,Backpack,Accessories,90,Texas,M,Cyan,Winter,4.2,No,Credit Card,Free Shipping,No,No,6,Bank Transfer,Annually,540,1,Middle,0,Accessories,1,High,0
59,Female,Blouse,Clothing,51,Oklahoma,L,Gold,Winter,2.6,No,Credit Card,Store Pickup,No,No,23,Credit Card,Bi-Weekly,1173,5,Senior,0,Clothing,1,Low,0
22,Female,Socks,Clothing,48,Rhode Island,XL,Silver,Spring,3.2,No,Debit Card,Standard,No,No,10,PayPal,Weekly,480,7,Young,0,Clothing,1,Medium,0
55,Female,Boots,Footwear,50,Arkansas,M,Purple,Summer,3.4,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Every 3 Months,2350,3,Senior,0,Footwear,0,Medium,3
29,Female,Backpack,Accessories,82,Nevada,M,Yellow,Summer,3.5,No,Bank Transfer,Next Day Air,No,No,14,Credit Card,Bi-Weekly,1148,5,Young,0,Accessories,0,Medium,3
42,Female,Hat,Accessories,33,Utah,L,Blue,Spring,4.2,No,Credit Card,Free Shipping,No,No,29,PayPal,Weekly,957,7,Middle,0,Accessories,1,High,0
23,Female,Sandals,Footwear,28,Kentucky,L,Blue,Winter,2.8,No,Debit Card,Express,No,No,12,Cash,Bi-Weekly,336,5,Young,0,Footwear,1,Low,0
70,Female,Hoodie,Clothing,42,Wisconsin,L,Green,Spring,5.0,No,Venmo,2-Day Shipping,No,No,25,Debit Card,Quarterly,1050,2,Senior,0,Clothing,1,High,0
64,Female,Sunglasses,Accessories,43,Minnesota,M,Charcoal,Fall,3.3,No,Credit Card,Store Pickup,No,No,21,Venmo,Annually,903,1,Senior,0,Accessories,0,Medium,3
39,Female,Jeans,Clothing,55,North Dakota,M,Violet,Winter,3.7,No,PayPal,Free Shipping,No,No,23,Credit Card,Monthly,1265,4,Middle,0,Clothing,1,Medium,0
47,Female,T-shirt,Clothing,73,Ohio,XL,Black,Winter,2.5,No,Venmo,Free Shipping,No,No,10,PayPal,Monthly,730,4,Middle,0,Clothing,1,Low,0
22,Female,Dress,Clothing,39,Nevada,M,Teal,Spring,3.2,No,Bank Transfer,Standard,No,No,47,Credit Card,Monthly,1833,4,Young,0,Clothing,1,Medium,0
69,Female,Belt,Accessories,20,Kentucky,S,Orange,Spring,3.1,No,Credit Card,Free Shipping,No,No,44,Debit Card,Every 3 Months,880,3,Senior,0,Accessories,1,Medium,0
35,Female,Jewelry,Accessories,32,Kentucky,S,Brown,Spring,3.5,No,Cash,Standard,No,No,41,Venmo,Annually,1312,1,Middle,0,Accessories,1,Medium,0
56,Female,Hoodie,Clothing,86,Montana,L,Green,Summer,4.6,No,Debit Card,Standard,No,No,29,Bank Transfer,Monthly,2494,4,Senior,0,Clothing,0,High,3
30,Female,Blouse,Clothing,91,Delaware,M,Silver,Summer,3.3,No,Credit Card,Free Shipping,No,No,2,Venmo,Every 3 Months,182,3,Young,0,Clothing,0,Medium,3
43,Female,Jacket,Outerwear,59,Montana,L,Violet,Fall,2.5,No,Credit Card,Free Shipping,No,No,2,Cash,Fortnightly,118,6,Middle,0,Outerwear,0,Low,3
23,Female,Sneakers,Footwear,33,New Jersey,XL,Peach,Summer,4.6,No,Credit Card,Express,No,No,29,Credit Card,Annually,957,1,Young,0,Footwear,0,High,3
50,Female,Boots,Footwear,64,Nebraska,M,Gold,Spring,4.2,No,PayPal,2-Day Shipping,No,No,22,Bank Transfer,Fortnightly,1408,6,Middle,0,Footwear,1,High,0
41,Female,Blouse,Clothing,67,Maryland,XL,Violet,Winter,4.0,No,Bank Transfer,Standard,No,No,23,Cash,Bi-Weekly,1541,5,Middle,0,Clothing,1,Medium,0
41,Female,Blouse,Clothing,43,Alabama,L,Olive,Winter,2.6,No,Credit Card,Free Shipping,No,No,46,Credit Card,Quarterly,1978,2,Middle,0,Clothing,1,Low,0
27,Female,Boots,Footwear,32,North Carolina,S,Orange,Spring,4.6,No,Debit Card,Standard,No,No,19,PayPal,Bi-Weekly,608,5,Young,0,Footwear,1,High,0
38,Female,Scarf,Accessories,39,Delaware,S,Teal,Spring,3.5,No,Venmo,2-Day Shipping,No,No,24,Credit Card,Every 3 Months,936,3,Middle,0,Accessories,1,Medium,0
